dataset,parameter_modified,parameter_value1,parameter_value2,total_cost,execution_time,is_feasible,error
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.1,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.1, ""total_cost"": 920.7698721821184, ""execution_time"": 120.92831516265869, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.1,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.25, ""total_cost"": 920.7698721821183, ""execution_time"": 141.99159216880798, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.75, ""total_cost"": 928.7800226696335, ""execution_time"": 121.063560962677, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.9, ""total_cost"": 928.7803285883788, ""execution_time"": 58.6586229801178, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.95, ""total_cost"": 920.7698721821183, ""execution_time"": 140.26384091377258, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.0, ""total_cost"": 924.0363767525823, ""execution_time"": 98.4150378704071, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.05, ""total_cost"": 920.7698500489738, ""execution_time"": 119.60678195953369, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.1, ""total_cost"": 921.7499316775861, ""execution_time"": 110.03377389907837, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/R101_C50x.txt,vehicle_amount,1.25,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.25, ""total_cost"": 920.7697489608292, ""execution_time"": 128.6205461025238, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.75, ""total_cost"": 1289.6226943301847, ""execution_time"": 300.02060627937317, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.9, ""total_cost"": 1268.7816492950608, ""execution_time"": 222.21762323379517, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.95, ""total_cost"": 1268.7816683004712, ""execution_time"": 226.2056860923767, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.0, ""total_cost"": 1265.7701964545297, ""execution_time"": 300.07225608825684, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.05, ""total_cost"": 1265.7702157369813, ""execution_time"": 300.01170086860657, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.1, ""total_cost"": 1262.3299092280706, ""execution_time"": 300.02659034729004, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.75,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.25, ""total_cost"": 1260.7909159481035, ""execution_time"": 300.03116273880005, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.75, ""total_cost"": 1131.5088695507095, ""execution_time"": 165.187157869339, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.9, ""total_cost"": 1110.6679118296618, ""execution_time"": 134.5015320777893, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.95, ""total_cost"": 1110.6678883003262, ""execution_time"": 128.11810111999512, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.0, ""total_cost"": 1110.6678970382982, ""execution_time"": 104.20871782302856, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.05, ""total_cost"": 1110.6678762814515, ""execution_time"": 81.65046310424805, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.1, ""total_cost"": 1110.6679125776545, ""execution_time"": 92.56377601623535, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.9,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.25, ""total_cost"": 1102.6770152078304, ""execution_time"": 107.6398913860321, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.95,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.75, ""total_cost"": 1131.5089368218692, ""execution_time"": 114.03050875663757, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.95,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.9, ""total_cost"": 1110.6679036365524, ""execution_time"": 98.79606127738953, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.95,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.95, ""total_cost"": 1110.6677593520778, ""execution_time"": 131.26712203025818, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,0.95,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 0.95, ""parameter_value2"": 1.0, ""total_cost"": 1110.667810760662, ""execution_time"": 107.84554314613342, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
